sample_id,repo,commit_sha,method_uri,jsonl_file,jsonl_line_number,method_identity,doc_refs,call_context,inheritdoc,notes
S162,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/JSONReader.java#com.alibaba.fastjson2.JSONReader.nextIfName4Match40(long,long,long,long,int,byte):boolean",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,1868,,,,,
S163,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/JSONReader.java#com.alibaba.fastjson2.JSONReader.readCharValue():char,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,1953,,,,,
S164,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/JSONReaderJSONB.java#com.alibaba.fastjson2.JSONReaderJSONB.readLocalDateTime20():java.time.LocalDateTime,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,2230,,,,,
S165,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/JSONReaderUTF16.java#com.alibaba.fastjson2.JSONReaderUTF16.nextIfName4Match7(int):boolean,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,2350,,,,,
S166,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/JSONReaderUTF8.java#com.alibaba.fastjson2.JSONReaderUTF8.char2_utf8(int,int,int):int",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,2448,,,,,
S167,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/JSONReaderUTF8.java#com.alibaba.fastjson2.JSONReaderUTF8.skipFalse(com.alibaba.fastjson2.JSONReaderUTF8,byte[],int,int):int",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,2608,,,,,
S168,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/JSONWriterJSONB.java#com.alibaba.fastjson2.JSONWriterJSONB.writeHex(byte[]):void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,2983,,,,,
S169,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/JSONWriterJSONB.java#com.alibaba.fastjson2.JSONWriterJSONB.writeTypeName(byte[],long):boolean",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,3055,,,,,
S170,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/filter/Labels.java#com.alibaba.fastjson2.filter.Labels$DefaultLabelFilter.DefaultLabelFilter(java.lang.String[],java.lang.String[]):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,3420,,,,,
S171,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/function/impl/ToDouble.java#com.alibaba.fastjson2.function.impl.ToDouble.ToDouble(java.lang.Double):void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,3470,,,,,
S172,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/internal/asm/MethodWriter.java#com.alibaba.fastjson2.internal.asm.MethodWriter.sipush(int):void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,3775,,,,,
S173,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/internal/asm/SymbolTable.java#com.alibaba.fastjson2.internal.asm.SymbolTable.addConstantNameAndType(java.lang.String,java.lang.String):int",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,3804,,,,,
S174,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/introspect/FieldAccessor.java#com.alibaba.fastjson2.introspect.FieldAccessor.toString():java.lang.String,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,3846,,,,,
S175,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/introspect/PropertyAccessorFactory.java#com.alibaba.fastjson2.introspect.PropertyAccessorFactory.create(java.lang.String,java.lang.Class,java.lang.reflect.Type,java.lang.reflect.Method,java.lang.reflect.Method,java.util.function.BiFunction):com.alibaba.fastjson2.introspect.PropertyAccessor",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4527,,,,,
S176,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/introspect/PropertyAccessorFactoryUnsafe.java#com.alibaba.fastjson2.introspect.PropertyAccessorFactoryUnsafe$FieldAccessorUnsafeBigInteger.getBigInteger(java.lang.Object):java.math.BigInteger,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4584,,,,,
S177,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/introspect/PropertyAccessorFactoryUnsafe.java#com.alibaba.fastjson2.introspect.PropertyAccessorFactoryUnsafe$FieldAccessorUnsafeInteger.getInteger(java.lang.Object):java.lang.Integer,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4620,,,,,
S178,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/reader/FieldReader.java#com.alibaba.fastjson2.reader.FieldReader.belongTo(java.lang.Class):boolean,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4700,,,,,
S179,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/reader/FieldReaderInstant.java#com.alibaba.fastjson2.reader.FieldReaderInstant.acceptNull(java.lang.Object):void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4844,,,,,
S180,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/reader/FieldReaderInt16.java#com.alibaba.fastjson2.reader.FieldReaderInt16.readFieldValue(com.alibaba.fastjson2.JSONReader):java.lang.Object,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4854,,,,,
S181,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/reader/FieldReaderOffsetDateTime.java#com.alibaba.fastjson2.reader.FieldReaderOffsetDateTime.getObjectReader(com.alibaba.fastjson2.JSONReader):com.alibaba.fastjson2.reader.ObjectReader,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,4961,,,,,
S182,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/reader/ObjectReaderCreator.java#com.alibaba.fastjson2.reader.ObjectReaderCreator.createFieldReader(java.lang.Class,java.lang.reflect.Type,java.lang.String,int,long,java.lang.String,java.util.Locale,java.lang.Object,java.lang.String,java.lang.reflect.Type,java.lang.Class,java.lang.reflect.Field,com.alibaba.fastjson2.reader.ObjectReader,java.lang.String,java.util.function.BiConsumer):com.alibaba.fastjson2.reader.FieldReader",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,5213,,,,,
S183,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/reader/ObjectReaderImplCharValueArray.java#com.alibaba.fastjson2.reader.ObjectReaderImplCharValueArray.ObjectReaderImplCharValueArray(java.util.function.Function):void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,5347,,,,,
S184,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/reader/ObjectReaderImplMonthDay.java#com.alibaba.fastjson2.reader.ObjectReaderImplMonthDay.ObjectReaderImplMonthDay():void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,5554,,,,,
S185,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/reader/ObjectReaderPrimitive.java#com.alibaba.fastjson2.reader.ObjectReaderPrimitive.readJSONBObject(com.alibaba.fastjson2.JSONReader,java.lang.reflect.Type,java.lang.Object,long):java.lang.Object",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,5673,,,,,
S186,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/reader/ObjectReaderProvider.java#com.alibaba.fastjson2.reader.ObjectReaderProvider.registerIfAbsent(long,com.alibaba.fastjson2.reader.ObjectReader):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,5725,,,,,
S187,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/stream/JSONStreamReader.java#com.alibaba.fastjson2.stream.JSONStreamReader.stat(com.alibaba.fastjson2.stream.StreamReader$ColumnStat,java.lang.Object):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,5950,,,,,
S188,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/util/ApacheLang3Support.java#com.alibaba.fastjson2.util.ApacheLang3Support$PairWriter.writeJSONB(com.alibaba.fastjson2.JSONWriter,java.lang.Object,java.lang.Object,java.lang.reflect.Type,long):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6234,,,,,
S189,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/util/DateUtils.java#com.alibaba.fastjson2.util.DateUtils.parseLocalDateTime26(byte[],int):java.time.LocalDateTime",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6416,,,,,
S190,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/util/DateUtils.java#com.alibaba.fastjson2.util.DateUtils.parseMillis(byte[],int,int,java.nio.charset.Charset,java.time.ZoneId):long",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6447,,,,,
S191,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/util/FDBigInteger.java#com.alibaba.fastjson2.util.FDBigInteger.size():int,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6506,,,,,
S192,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/util/GuavaSupport.java#com.alibaba.fastjson2.util.GuavaSupport.singletonBiMapConverter():java.util.function.Function,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6529,,,,,
S193,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/util/TypeUtils.java#com.alibaba.fastjson2.util.TypeUtils.validateIPv4(java.lang.String,int):boolean",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6888,,,,,
S194,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/writer/FieldWriter.java#com.alibaba.fastjson2.writer.FieldWriter.writeListJSONB(com.alibaba.fastjson2.JSONWriter,java.util.List):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,6940,,,,,
S195,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/writer/ObjectWriter.java#com.alibaba.fastjson2.writer.ObjectWriter.writeArrayMapping(com.alibaba.fastjson2.JSONWriter,java.lang.Object,java.lang.Object,java.lang.reflect.Type,long):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,7122,,,,,
S196,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,core/src/main/java/com/alibaba/fastjson2/writer/ObjectWriterAdapter.java#com.alibaba.fastjson2.writer.ObjectWriterAdapter.setNameFilter(com.alibaba.fastjson2.filter.NameFilter):void,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,7173,,,,,
S197,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"core/src/main/java/com/alibaba/fastjson2/writer/ObjectWriterCreatorASM.java#com.alibaba.fastjson2.writer.ObjectWriterCreatorASM.gwFloat(com.alibaba.fastjson2.writer.ObjectWriterCreatorASM$MethodWriterContext,com.alibaba.fastjson2.writer.FieldWriter,int,int):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,7324,,,,,
S198,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"fastjson1-compatible/src/main/java/com/alibaba/fastjson/JSON.java#com.alibaba.fastjson.JSON.parseObject(char[],java.lang.Class,com.alibaba.fastjson.parser.Feature[]):java.lang.Object",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,7721,,,,,
S199,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,"fastjson1-compatible/src/main/java/com/alibaba/fastjson/JSONArray.java#com.alibaba.fastjson.JSONArray.add(int,java.lang.Object):void",jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,7788,,,,,
S200,alibaba/fastjson2,3697c2d37cd659d2a94543093d0d08cb4baf4d73,fastjson1-compatible/src/main/java/com/alibaba/fastjson/JSONReader.java#com.alibaba.fastjson.JSONReader.getTimeZone():java.util.TimeZone,jsonl/alibaba__fastjson2/method_contexts.jsonl.gz.part-*,7943,,,,,
